"","fasta_header","domain","domain_conf","phylum","phylum_conf","class","class_conf","order","order_conf","family","family_conf","genus","genus_conf"
"193","LN612966.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Butyrivibrio",0.94
"194","LN612967.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",1,"Prevotella",1
"195","LN612968.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Butyrivibrio",0.92
"196","LN612969.1","Bacteria",1,"Firmicutes",0.94,"Clostridia",0.9,"Clostridiales",0.89,NA,0.28,NA,0.26
"197","LN612970.1","Bacteria",1,"Firmicutes",1,"Erysipelotrichia",1,"Erysipelotrichales",1,"Erysipelotrichaceae",1,NA,0.62
"198","LN612971.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Howardella",1
"199","LN612972.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",1,"Prevotella",0.96
"200","LN612973.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",1,"Prevotella",0.99
"201","LN612974.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Porphyromonadaceae",0.99,"Barnesiella",0.93
"202","LN612975.1","Bacteria",1,"Firmicutes",0.93,"Clostridia",0.9,"Clostridiales",0.9,NA,0.29,NA,0.18
"203","LN612976.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Howardella",1
"204","LN612977.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,NA,0.34
"205","LN612978.1","Bacteria",1,"Firmicutes",0.92,"Clostridia",0.88,"Clostridiales",0.88,NA,0.29,NA,0.23
"206","LN612979.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Butyrivibrio",0.81
"207","LN612980.1","Bacteria",1,"Firmicutes",0.92,"Clostridia",0.92,"Clostridiales",0.92,NA,0.29,NA,0.15
"208","LN612981.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",1,NA,0.61
"209","LN612982.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",1,"Prevotella",1
"210","LN612983.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,NA,0.71,NA,0.71
"211","LN612984.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Blautia",1
"212","LN612985.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Ruminococcaceae",1,NA,0.59
"213","LN612986.1","Bacteria",1,"Firmicutes",0.94,"Clostridia",0.89,"Clostridiales",0.89,NA,0.27,NA,0.16
"214","LN612987.1","Bacteria",1,"Firmicutes",1,"Clostridia",0.95,"Clostridiales",0.95,NA,0.44,NA,0.35
"215","LN612988.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Ruminococcaceae",1,"Saccharofermentans",1
"216","LN612989.1","Bacteria",1,"Firmicutes",0.85,"Clostridia",0.85,"Clostridiales",0.85,NA,0.29,NA,0.13
"217","LN612990.1","Bacteria",1,"Firmicutes",0.97,"Clostridia",0.96,"Clostridiales",0.96,NA,0.35,NA,0.31
"218","LN612991.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,NA,0.38
"219","LN612992.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Butyrivibrio",0.94
"220","LN612993.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Clostridium XlVb",1
"221","LN612994.1","Bacteria",1,"Firmicutes",1,"Clostridia",0.95,"Clostridiales",0.95,NA,0.28,NA,0.24
"222","LN612995.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Clostridiales_Incertae Sedis XIII",1,"Mogibacterium",0.99
"223","LN612996.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Ruminococcaceae",1,"Ruminococcus",0.99
"224","LN612997.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Howardella",0.99
"225","LN612998.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Syntrophococcus",0.98
"226","LN612999.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Howardella",0.99
"227","LN613000.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",1,"Prevotella",1
"228","LN613001.1","Bacteria",1,"TM7",1,"TM7_genera_incertae_sedis",1,"TM7_genera_incertae_sedis",1,"TM7_genera_incertae_sedis",1,"TM7_genera_incertae_sedis",1
"229","LN613002.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Clostridiales_Incertae Sedis XIII",1,"Mogibacterium",0.98
"230","LN613003.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Syntrophococcus",1
"231","LN613004.1","Bacteria",1,"Firmicutes",0.89,"Clostridia",0.86,"Clostridiales",0.86,NA,0.26,NA,0.25
"232","LN613005.1","Bacteria",1,"Firmicutes",0.96,"Clostridia",0.94,"Clostridiales",0.94,NA,0.27,NA,0.27
"233","LN613006.1","Bacteria",1,"Proteobacteria",1,"Deltaproteobacteria",1,"Desulfobacterales",1,"Desulfobulbaceae",1,"Desulfobulbus",1
"234","LN613007.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,NA,0.42
"235","LN613008.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Butyrivibrio",0.88
"236","LN613009.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,NA,0.42
"237","LN613010.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",1,"Prevotella",0.98
"238","LN613011.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",1,NA,0.71
"239","LN613012.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Butyrivibrio",0.9
"240","LN613013.1","Bacteria",1,"Firmicutes",0.98,"Clostridia",0.91,"Clostridiales",0.91,NA,0.43,NA,0.36
"241","LN613014.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",0.88,"Bacteroidales",0.88,NA,0.47,NA,0.47
"242","LN613015.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Butyrivibrio",0.94
"243","LN613016.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Howardella",1
"244","LN613017.1","Bacteria",1,"Fibrobacteres",1,"Fibrobacteria",1,"Fibrobacterales",1,"Fibrobacteraceae",1,"Fibrobacter",1
"245","LN613018.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",1,"Prevotella",1
"246","LN613019.1","Bacteria",1,"Firmicutes",0.89,"Clostridia",0.89,"Clostridiales",0.88,NA,0.25,NA,0.25
"247","LN613020.1","Bacteria",1,"Firmicutes",1,"Negativicutes",1,"Selenomonadales",1,"Acidaminococcaceae",1,"Succiniclasticum",1
"248","LN613021.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Ruminococcaceae",1,NA,0.58
"249","LN613022.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,NA,0.62
"250","LN613023.1","Bacteria",1,"TM7",1,"TM7_genera_incertae_sedis",1,"TM7_genera_incertae_sedis",1,"TM7_genera_incertae_sedis",1,"TM7_genera_incertae_sedis",1
"251","LN613024.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Ruminococcaceae",1,NA,0.53
"252","LN613025.1","Bacteria",1,"Synergistetes",0.99,"Synergistia",0.99,"Synergistales",0.99,"Synergistaceae",0.99,NA,0.72
"253","LN613026.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Clostridiales_Incertae Sedis XIII",1,"Mogibacterium",0.99
"254","LN613027.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Butyrivibrio",0.99
"255","LN613028.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",1,"Prevotella",0.98
"256","LN613029.1","Bacteria",1,"Fibrobacteres",1,"Fibrobacteria",1,"Fibrobacterales",1,"Fibrobacteraceae",1,"Fibrobacter",1
"257","LN613030.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Butyrivibrio",0.97
"258","LN613031.1","Bacteria",1,"Proteobacteria",1,"Betaproteobacteria",1,"Neisseriales",1,"Neisseriaceae",1,NA,0.72
"259","LN613032.1","Bacteria",1,"Proteobacteria",1,"Betaproteobacteria",1,"Burkholderiales",1,"Comamonadaceae",0.98,"Brachymonas",0.82
"260","LN613033.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Porphyromonadaceae",0.95,NA,0.53
"261","LN613034.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Porphyromonadaceae",0.95,NA,0.7
"262","LN613035.1","Bacteria",1,"Proteobacteria",1,"Betaproteobacteria",1,"Neisseriales",1,"Neisseriaceae",1,NA,0.71
"263","LN613036.1","Bacteria",1,"Proteobacteria",1,"Betaproteobacteria",1,"Burkholderiales",1,"Comamonadaceae",1,"Brachymonas",0.91
"264","LN613037.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",1,NA,0.72
"265","LN613038.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Howardella",1
"266","LN613039.1","Bacteria",1,"Spirochaetes",1,"Spirochaetes",1,"Spirochaetales",1,"Spirochaetaceae",1,"Treponema",1
"267","LN613040.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Butyrivibrio",0.99
"268","LN613041.1","Bacteria",1,"Proteobacteria",1,"Betaproteobacteria",1,"Burkholderiales",1,"Comamonadaceae",0.98,NA,0.74
"269","LN613042.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",1,"Prevotella",0.84
"270","LN613043.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",1,NA,0.65
"271","LN613044.1","Bacteria",1,"Proteobacteria",1,"Deltaproteobacteria",1,"Bdellovibrionales",0.98,"Bdellovibrionaceae",0.98,"Vampirovibrio",0.98
"272","LN613045.1","Bacteria",1,"Proteobacteria",1,"Betaproteobacteria",1,"Burkholderiales",1,"Comamonadaceae",1,"Brachymonas",0.82
"273","LN613046.1","Bacteria",1,"Proteobacteria",1,"Betaproteobacteria",1,"Burkholderiales",1,"Comamonadaceae",0.97,"Brachymonas",0.86
"274","LN613047.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",1,NA,0.71
"275","LN613048.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Butyrivibrio",0.94
"276","LN613049.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Butyrivibrio",0.98
"277","LN613050.1","Bacteria",1,"Actinobacteria",1,"Actinobacteria",1,"Coriobacteriales",1,"Coriobacteriaceae",1,"Atopobium",1
"278","LN613051.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Lachnospiracea_incertae_sedis",0.82
"279","LN613052.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",1,"Prevotella",0.96
"280","LN613053.1","Bacteria",1,"Proteobacteria",1,"Betaproteobacteria",1,"Neisseriales",1,"Neisseriaceae",1,"Kingella",0.83
"281","LN613054.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",1,NA,0.74
"282","LN613055.1","Bacteria",1,"Actinobacteria",1,"Actinobacteria",1,"Actinomycetales",1,"Actinomycetaceae",0.86,"Actinobaculum",0.83
"283","LN613056.1","Bacteria",1,"TM7",1,"TM7_genera_incertae_sedis",1,"TM7_genera_incertae_sedis",1,"TM7_genera_incertae_sedis",1,"TM7_genera_incertae_sedis",1
"284","LN613057.1","Bacteria",1,"Firmicutes",0.92,"Erysipelotrichia",0.92,"Erysipelotrichales",0.92,"Erysipelotrichaceae",0.92,"Bulleidia",0.88
"285","LN613058.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",1,"Prevotella",0.9
"286","LN613059.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Howardella",1
"287","LN613060.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Howardella",1
"288","LN613061.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Howardella",1
"289","LN613062.1","Bacteria",1,"Proteobacteria",1,"Epsilonproteobacteria",1,"Campylobacterales",1,"Campylobacteraceae",1,"Campylobacter",1
"290","LN613063.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,NA,0.71
"291","LN613064.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Howardella",1
"292","LN613065.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,NA,0.36
"293","LN613066.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Butyrivibrio",0.89
"294","LN613067.1","Bacteria",1,"TM7",1,"TM7_genera_incertae_sedis",1,"TM7_genera_incertae_sedis",1,"TM7_genera_incertae_sedis",1,"TM7_genera_incertae_sedis",1
"295","LN613068.1","Bacteria",1,"Firmicutes",0.91,"Erysipelotrichia",0.91,"Erysipelotrichales",0.91,"Erysipelotrichaceae",0.91,"Bulleidia",0.87
"296","LN613069.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Syntrophococcus",1
"297","LN613070.1","Bacteria",1,"Firmicutes",0.97,"Clostridia",0.97,"Clostridiales",0.97,"Ruminococcaceae",0.97,NA,0.23
"298","LN613071.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",1,"Prevotella",0.9
"299","LN613072.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",0.95,NA,0.55
"300","LN613073.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",1,"Prevotella",0.97
"301","LN613074.1","Bacteria",1,NA,0.49,NA,0.49,NA,0.49,NA,0.49,NA,0.49
"302","LN613075.1","Bacteria",1,"Proteobacteria",1,"Betaproteobacteria",1,"Neisseriales",1,"Neisseriaceae",1,NA,0.72
"303","LN613076.1","Bacteria",1,"Proteobacteria",1,"Epsilonproteobacteria",1,"Campylobacterales",1,"Campylobacteraceae",1,"Campylobacter",1
"304","LN613077.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",1,"Prevotella",0.94
"305","LN613078.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",1,"Prevotella",0.98
"306","LN613079.1","Bacteria",1,"Firmicutes",1,"Clostridia",0.96,"Clostridiales",0.96,"Ruminococcaceae",0.88,NA,0.52
"307","LN613080.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Howardella",1
"308","LN613081.1","Bacteria",1,"Firmicutes",0.99,"Clostridia",0.99,"Clostridiales",0.99,"Lachnospiraceae",0.96,NA,0.36
"309","LN613082.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",0.93,NA,0.71
"310","LN613083.1","Bacteria",1,NA,0.76,NA,0.49,NA,0.49,NA,0.49,NA,0.11
"311","LN613084.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",0.99,NA,0.76
"312","LN613085.1","Bacteria",1,"Proteobacteria",1,"Epsilonproteobacteria",1,"Campylobacterales",1,"Campylobacteraceae",1,"Campylobacter",1
"313","LN613086.1","Bacteria",1,"Actinobacteria",1,"Actinobacteria",1,"Actinomycetales",1,NA,0.73,NA,0.68
"314","LN613087.1","Bacteria",1,"Proteobacteria",1,"Betaproteobacteria",1,"Burkholderiales",1,"Comamonadaceae",0.97,"Brachymonas",0.82
"315","LN613088.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,NA,0.49
"316","LN613089.1","Bacteria",1,"Firmicutes",0.92,"Clostridia",0.89,"Clostridiales",0.89,NA,0.27,NA,0.13
"317","LN613090.1","Bacteria",1,"Firmicutes",0.86,"Clostridia",0.84,"Clostridiales",0.84,NA,0.25,NA,0.14
"318","LN613091.1","Bacteria",1,"Firmicutes",0.95,"Clostridia",0.92,"Clostridiales",0.91,NA,0.35,NA,0.23
"319","LN613092.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",1,"Prevotella",0.99
"320","LN613093.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Ruminococcaceae",1,NA,0.69
"321","LN613094.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Clostridiales_Incertae Sedis XIII",0.95,"Anaerovorax",0.95
"322","LN613095.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Howardella",0.97
"323","LN613096.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Butyrivibrio",0.89
"324","LN613097.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",1,"Prevotella",1
"325","LN613098.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Ruminococcaceae",1,"Saccharofermentans",1
"326","LN613099.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Howardella",1
"327","LN613100.1","Bacteria",1,"Firmicutes",1,"Negativicutes",1,"Selenomonadales",1,"Veillonellaceae",1,"Schwartzia",0.96
