"","fasta_header","domain","domain_conf","phylum","phylum_conf","class","class_conf","order","order_conf","family","family_conf","genus","genus_conf"
"175","d8be0cd36efc572312ce0f2893cc87a6","Bacteria",1,NA,0.63,NA,0.62,NA,0.62,NA,0.26,NA,0.2
"176","4666b9ad42cf8c95f52bf85b3737c9f4","Bacteria",1,"Bacteroidetes",0.92,NA,0.76,NA,0.76,NA,0.58,NA,0.36
"177","580c857b7cf132d414f3de1b5f78210a","Bacteria",1,"Bacteroidetes",0.96,"Bacteroidia",0.92,"Bacteroidales",0.92,"Prevotellaceae",0.87,"Prevotella",0.83
"178","810f11156273d49ce4e5a619d9e9e107","Bacteria",1,"Firmicutes",0.98,"Clostridia",0.97,"Clostridiales",0.97,"Lachnospiraceae",0.93,NA,0.39
"179","8a19e947d5a78db7a41b50749816edb5","Bacteria",1,NA,0.46,NA,0.27,NA,0.26,NA,0.15,NA,0.13
"180","9a436c79b5fdbb524cb4954a05e6c348","Bacteria",1,"Firmicutes",0.83,NA,0.79,NA,0.75,NA,0.73,NA,0.33
"181","9c459fdffb15211012fadc690a367b28","Bacteria",0.99,"Firmicutes",0.97,"Clostridia",0.96,"Clostridiales",0.96,"Clostridiales_Incertae Sedis XIII",0.91,"Anaerovorax",0.91
"182","baef8d92715b59b0bff50362dd06dbba","Bacteria",0.99,"Bacteroidetes",0.93,"Bacteroidia",0.89,"Bacteroidales",0.89,NA,0.75,NA,0.7
"183","a7d461f1e8103879df46454c35b6d4e3","Bacteria",0.97,NA,0.59,NA,0.29,NA,0.26,NA,0.12,NA,0.07
"184","15c98446ea7c2902fea8509c2600403d","Bacteria",0.99,"Firmicutes",0.82,NA,0.75,NA,0.75,NA,0.38,NA,0.1
"185","b60de5ccc100318fd54165eb51ee8e0c","Bacteria",1,"Bacteroidetes",0.96,"Bacteroidia",0.91,"Bacteroidales",0.91,NA,0.58,NA,0.37
"186","100f3d7d369d0bc1cf09a0753ae43097","Bacteria",1,"Firmicutes",0.81,NA,0.76,NA,0.76,NA,0.57,NA,0.2
"187","255d800bb59c5cd1a9a00991ae459702","Bacteria",1,"Proteobacteria",0.95,"Deltaproteobacteria",0.94,"Desulfobacterales",0.87,"Desulfobulbaceae",0.83,"Desulfobulbus",0.8
"188","1ef51fe0f90e3863a9c0eb21147da3ce","Bacteria",1,NA,0.74,NA,0.73,NA,0.71,NA,0.29,NA,0.2
"189","639e6e1d5f994f53dec092d2775dea1e","Bacteria",1,NA,0.72,NA,0.62,NA,0.61,NA,0.47,NA,0.18
"190","680bd6d4c11dc384b9c00039dd58b8d2","Bacteria",0.99,"Bacteroidetes",0.91,"Bacteroidia",0.88,"Bacteroidales",0.88,NA,0.67,NA,0.61
"191","9e99751e2646220604367a7f2aaa3ccd","Bacteria",0.99,NA,0.19,NA,0.19,NA,0.19,NA,0.19,NA,0.12
"192","28a375f8bbce5dc87aa3670610654793","Bacteria",1,NA,0.45,NA,0.3,NA,0.09,NA,0.09,NA,0.09
"193","8e698439d3041cb862d4247e81abae22","Bacteria",1,"Firmicutes",0.87,"Clostridia",0.8,"Clostridiales",0.8,NA,0.69,NA,0.35
"194","97d4334e0a2c7ca24cacc79b93d592ce","Bacteria",1,NA,0.14,NA,0.14,NA,0.14,NA,0.14,NA,0.14
"195","a68492f35e009ae221450986d558d5dc","Bacteria",0.98,NA,0.55,NA,0.38,NA,0.38,NA,0.38,NA,0.14
"196","af714d6f34cdb518d2bef805a78e1185","Bacteria",1,"Firmicutes",0.84,"Clostridia",0.8,"Clostridiales",0.8,NA,0.64,NA,0.15
"197","da13c74035bd257cf32feae3a5033332","Bacteria",1,"Fibrobacteres",1,"Fibrobacteria",1,"Fibrobacterales",1,"Fibrobacteraceae",1,"Fibrobacter",1
"198","012ee68e9ef207a659aa1d8b2de27719","Bacteria",1,"Fibrobacteres",1,"Fibrobacteria",1,"Fibrobacterales",1,"Fibrobacteraceae",1,"Fibrobacter",1
"199","6edaf683cfee357cf37c29fa463745c3","Bacteria",1,"Firmicutes",1,"Erysipelotrichia",1,"Erysipelotrichales",1,"Erysipelotrichaceae",1,"Solobacterium",0.97
"200","c049c9a80730bd9a74b0bf821d94ee9e","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,NA,0.52
"201","d07c4c30b5a261132bc463e1cbc845fa","Bacteria",1,"Firmicutes",0.86,"Clostridia",0.82,"Clostridiales",0.82,NA,0.7,NA,0.46
"202","c2242fcd544daf683339a60716fc69e3","Bacteria",0.99,NA,0.24,NA,0.24,NA,0.24,NA,0.24,NA,0.24
"203","2c6b1422a3a8323053f91d609249481d","Bacteria",1,NA,0.74,NA,0.23,NA,0.23,NA,0.23,NA,0.14
"204","797ccd3901b0b9cd00436e60c5bf4782","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Syntrophococcus",0.91
"205","d74d4f4599fa65607cc90f830c52451a","Bacteria",1,"Firmicutes",0.91,"Clostridia",0.85,"Clostridiales",0.85,NA,0.63,NA,0.43
"206","0835e8fda098f2e0d2b9eec45c3475e8","Bacteria",1,"Firmicutes",0.96,"Clostridia",0.93,"Clostridiales",0.93,"Lachnospiraceae",0.9,"Butyrivibrio",0.82
"207","2dabd30a48740e48ef9207b0d3a7a812","Bacteria",1,"Bacteroidetes",0.99,"Bacteroidia",0.99,"Bacteroidales",0.99,"Prevotellaceae",0.99,"Prevotella",0.99
"208","30c143ae9dfda29b9ceca76f0711e658","Bacteria",0.98,"Firmicutes",0.89,"Clostridia",0.86,"Clostridiales",0.84,NA,0.65,NA,0.2
"209","3cb41d90584d20f5900d6ee7bcd89dae","Bacteria",1,"Proteobacteria",0.92,"Deltaproteobacteria",0.85,NA,0.77,NA,0.76,NA,0.74
"210","98c14ca0248e9f9b79fe1e1d6cfea313","Bacteria",1,"Actinobacteria",0.9,"Actinobacteria",0.9,NA,0.73,NA,0.73,NA,0.25
"211","cd1ac07f30228d38a666b8874faf8c3b","Bacteria",0.99,NA,0.73,NA,0.5,NA,0.5,NA,0.23,NA,0.23
"212","dc46d22ca60e1d76a3743d51b8b69d45","Bacteria",0.98,NA,0.7,NA,0.58,NA,0.55,NA,0.34,NA,0.13
"213","f5147a6db1691b6df38c9764fd21b2c4","Bacteria",1,NA,0.69,NA,0.66,NA,0.66,NA,0.38,NA,0.31
"214","36b07429cf71f92a171f6bb30a5bc500","Bacteria",1,"Firmicutes",0.98,"Clostridia",0.98,"Clostridiales",0.98,"Lachnospiraceae",0.97,"Butyrivibrio",0.9
"215","4fa28f3e1cd398278f51df320677cc2f","Bacteria",1,"Proteobacteria",1,"Betaproteobacteria",1,"Neisseriales",0.93,"Neisseriaceae",0.93,NA,0.48
"216","5c4734bda0ae54ad89f64afbaf93ecb3","Bacteria",0.97,"Bacteroidetes",0.89,NA,0.66,NA,0.66,NA,0.61,NA,0.15
"217","6986b08af1718401ca5b3ec8513b7ec2","Bacteria",1,"Firmicutes",1,"Negativicutes",1,"Selenomonadales",1,"Veillonellaceae",1,"Selenomonas",0.93
"218","85f72648022e5e81347475b2434c5c28","Bacteria",1,"Proteobacteria",0.92,"Deltaproteobacteria",0.9,"Desulfobacterales",0.87,NA,0.61,NA,0.54
"219","8a086bc41c7e74fe73fa181b54392364","Bacteria",1,NA,0.52,NA,0.13,NA,0.12,NA,0.12,NA,0.12
"220","ef60cbbe6ca301695fc850bf6d72b9d6","Bacteria",1,"Bacteroidetes",0.96,"Bacteroidia",0.89,"Bacteroidales",0.89,NA,0.65,NA,0.21
"221","0a725c64d79c414c3d865e54cb54a85f","Bacteria",1,"Proteobacteria",1,"Gammaproteobacteria",1,"Aeromonadales",1,"Succinivibrionaceae",1,"Succinivibrio",0.93
"222","11332152f1f93245354112cbae54593a","Bacteria",1,NA,0.63,NA,0.53,NA,0.52,NA,0.16,NA,0.16
"223","1527784d6176e932e8a1182bc72a6e79","Bacteria",0.99,NA,0.65,NA,0.42,NA,0.42,NA,0.42,NA,0.33
"224","46cb45f6ce0954d2f44ce1c43444c2e3","Bacteria",1,NA,0.56,NA,0.3,NA,0.3,NA,0.18,NA,0.14
"225","91b86eabd3de182e95d99c32204bbe51","Bacteria",0.98,"Bacteroidetes",0.83,NA,0.78,NA,0.78,NA,0.69,NA,0.45
"226","a9cbe4b55170bc776ed7635285b0cfcf","Bacteria",0.97,NA,0.57,NA,0.51,NA,0.51,NA,0.18,NA,0.18
"227","b8eb6482d7d3fcc746d80d8a5082ad40","Bacteria",1,"Firmicutes",0.98,"Bacilli",0.98,"Lactobacillales",0.97,"Lactobacillaceae",0.97,"Lactobacillus",0.97
"228","d46d830bf8c0c23ef8ebed627ae5b7ee","Bacteria",1,"Firmicutes",0.93,"Clostridia",0.92,"Clostridiales",0.92,"Lachnospiraceae",0.88,NA,0.76
"229","1f9bdc0b0a677d9b04be8a4c4d4f9c80","Bacteria",1,NA,0.7,NA,0.63,NA,0.44,NA,0.29,NA,0.25
"230","36fd5669fbb4e6fa107c07dacd85bac9","Bacteria",0.99,"Bacteroidetes",0.93,"Bacteroidia",0.88,"Bacteroidales",0.88,"Porphyromonadaceae",0.84,NA,0.22
"231","419bd6f6df72fab21bca3216dc486c38","Bacteria",1,"Bacteroidetes",0.97,"Bacteroidia",0.93,"Bacteroidales",0.93,"Prevotellaceae",0.9,"Prevotella",0.8
"232","4a18bdafd27407e0f805e536224b0f34","Bacteria",1,NA,0.52,NA,0.16,NA,0.16,NA,0.13,NA,0.12
"233","4b12900f89026745e17354ff33c6f742","Bacteria",1,NA,0.13,NA,0.07,NA,0.07,NA,0.03,NA,0.03
"234","c16721dd15a6ee895d4a02ea18c85b76","Bacteria",0.99,NA,0.59,NA,0.29,NA,0.11,NA,0.09,NA,0.09
"235","ea7610061484cef754e373ff755d2511","Bacteria",0.98,NA,0.77,NA,0.71,NA,0.69,NA,0.49,NA,0.1
"236","1b0939d517e3d819bc7f5656b71123ac","Bacteria",1,"Firmicutes",0.85,"Clostridia",0.84,"Clostridiales",0.84,NA,0.6,NA,0.43
"237","5c1ba5daf643af1f9dd56886e42a95a8","Bacteria",0.92,NA,0.61,NA,0.51,NA,0.48,NA,0.12,NA,0.09
"238","a864a44812d4889ac8721213d0ed10e5","Bacteria",1,"Bacteroidetes",0.97,"Bacteroidia",0.9,"Bacteroidales",0.9,"Prevotellaceae",0.88,NA,0.66
"239","c89c5cdd2c7ad39e4172679682e38b50","Bacteria",1,"Firmicutes",0.84,NA,0.74,NA,0.73,NA,0.14,NA,0.12
"240","08090a0090d320098e2aa8a7fca6307d","Bacteria",1,"Bacteroidetes",0.84,NA,0.72,NA,0.72,NA,0.57,NA,0.38
"241","1bab6e144c674f8a8765955f1e036a3b","Bacteria",1,NA,0.28,NA,0.28,NA,0.28,NA,0.28,NA,0.16
"242","26776b7d7e5324d6564615c35fa937c6","Bacteria",1,"Proteobacteria",0.99,"Betaproteobacteria",0.98,NA,0.38,NA,0.25,NA,0.25
"243","62f2c2f60ff79dd1e3675fe673dbcf9d","Bacteria",0.96,NA,0.7,NA,0.54,NA,0.54,NA,0.13,NA,0
"244","6cc79d3a28c1328e9735b4b478caf91f","Bacteria",0.99,"Bacteroidetes",0.87,"Bacteroidia",0.84,"Bacteroidales",0.84,NA,0.78,NA,0.23
"245","8028ea7b0eea678a6ab0656b07565e82","Bacteria",1,"Firmicutes",0.83,"Clostridia",0.83,"Clostridiales",0.83,NA,0.67,NA,0.28
"246","9cb3271cc08a02e3173cd46a8e4e817e","Bacteria",1,"Bacteroidetes",0.99,"Bacteroidia",0.91,"Bacteroidales",0.91,"Prevotellaceae",0.9,"Prevotella",0.86
"247","cf9fb57618f83319dfbd7e3d937d7055","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Ruminococcaceae",0.99,"Ruminococcus",0.98
"248","fca514003616cc98c2b09c371be32a8f","Bacteria",1,"Firmicutes",0.89,"Clostridia",0.87,"Clostridiales",0.86,NA,0.75,NA,0.62
"249","2cbfc780c0cfa4c36f61572af7d3c191","Bacteria",0.98,NA,0.79,NA,0.63,NA,0.63,NA,0.56,NA,0.35
"250","52247d91f6e02c27beb1806ffcde9aaf","Bacteria",0.98,"Bacteroidetes",0.81,NA,0.25,NA,0.25,NA,0.24,NA,0.15
"251","57f40929a5834a7806d5c1d0576bc9d1","Bacteria",0.98,"Bacteroidetes",0.86,NA,0.48,NA,0.48,NA,0.42,NA,0.17
"252","66ca677673d985a415e38dde43dd547f","Bacteria",0.99,"Proteobacteria",0.88,"Deltaproteobacteria",0.88,"Desulfobacterales",0.87,"Desulfobulbaceae",0.87,"Desulfobulbus",0.82
"253","672e225739a1c0e7eee218f241b94cc4","Bacteria",1,NA,0.56,NA,0.38,NA,0.38,NA,0.34,NA,0.16
"254","7e17679da0a1c8fce792cbe435cafbae","Bacteria",0.96,"Bacteroidetes",0.87,NA,0.51,NA,0.51,NA,0.44,NA,0.14
"255","a84b7db9090f4cf21f597778b673054f","Bacteria",0.92,NA,0.47,NA,0.2,NA,0.18,NA,0.16,NA,0.09
"256","eb72e7012e425ecb04dd9a2b84d43f7c","Bacteria",1,"Bacteroidetes",0.95,"Bacteroidia",0.84,"Bacteroidales",0.84,"Prevotellaceae",0.8,NA,0.72
"257","14761e62327af22b5516d718c1b840e6","Bacteria",1,NA,0.62,NA,0.43,NA,0.43,NA,0.4,NA,0.28
"258","4434b6144ee8f65b509f5542700138f0","Bacteria",1,NA,0.65,NA,0.26,NA,0.26,NA,0.12,NA,0.08
"259","5b7d6eac5348ab40bc1b1a7af7112ab8","Bacteria",1,"Bacteroidetes",0.96,"Bacteroidia",0.95,"Bacteroidales",0.95,"Prevotellaceae",0.85,NA,0.46
"260","5c0fad38029f12c686f5ddf50f3686a0","Bacteria",1,"Bacteroidetes",0.96,"Bacteroidia",0.96,"Bacteroidales",0.96,"Prevotellaceae",0.93,NA,0.77
"261","80c4a3dcb049d8e84d178974d7fa88a7","Bacteria",1,"Bacteroidetes",0.96,NA,0.29,NA,0.29,NA,0.13,NA,0.09
"262","a933e3bf85aa477d28d71cb2ae52f95a","Bacteria",1,NA,0.54,NA,0.39,NA,0.39,NA,0.37,NA,0.2
"263","c6b827b362b2a151d9e5479bf9ce1376","Bacteria",1,"Firmicutes",0.98,"Clostridia",0.96,"Clostridiales",0.96,"Lachnospiraceae",0.94,"Butyrivibrio",0.83
"264","cebd5f07c2f4279d11d069a4e1e365cc","Bacteria",0.96,"Bacteroidetes",0.81,NA,0.62,NA,0.62,NA,0.34,NA,0.2
"265","033a82d9bb8d054a1932301526409f17","Bacteria",1,NA,0.73,NA,0.59,NA,0.21,NA,0.21,NA,0.15
"266","20887e73676c4ab07f437f04f1e5fb4e","Bacteria",0.99,"Firmicutes",0.82,NA,0.78,NA,0.72,NA,0.45,NA,0.23
"267","24e3f6fe880ee2a7c657f27912d102ff","Bacteria",1,"Bacteroidetes",0.99,"Bacteroidia",0.93,"Bacteroidales",0.93,"Prevotellaceae",0.89,NA,0.75
"268","26f47bc3c2c8ca78b485236713949bb9","Bacteria",1,"Bacteroidetes",0.9,NA,0.79,NA,0.79,NA,0.69,NA,0.28
"269","48babe017a170f3f8272c7411e940c51","Bacteria",1,"Bacteroidetes",0.93,NA,0.61,NA,0.61,NA,0.5,NA,0.14
"270","528a539c8bd44e9849938072f9221034","Bacteria",0.99,NA,0.7,NA,0.55,NA,0.44,NA,0.12,NA,0.1
"271","6931cbd66e5ecbcce0f0103f250d6248","Bacteria",1,"Fibrobacteres",0.99,"Fibrobacteria",0.99,"Fibrobacterales",0.99,"Fibrobacteraceae",0.99,"Fibrobacter",0.99
"272","6c200ae8300d8f09c1e16539291047d5","Bacteria",0.99,"Bacteroidetes",0.94,"Bacteroidia",0.85,"Bacteroidales",0.85,"Prevotellaceae",0.81,NA,0.58
"273","8e2d59c1f773ab54820f52a6ab449b68","Bacteria",1,"Firmicutes",0.96,"Clostridia",0.93,"Clostridiales",0.93,"Clostridiales_Incertae Sedis XIII",0.89,"Anaerovorax",0.89
"274","938000c5b9fd78de2e4963f764ec8d7d","Bacteria",1,"Firmicutes",0.94,"Clostridia",0.92,"Clostridiales",0.92,NA,0.72,NA,0.12
"275","96f5420bb92b1f45913b10fba19e0056","Bacteria",0.96,"Bacteroidetes",0.87,NA,0.62,NA,0.62,NA,0.56,NA,0.3
"276","9f5be3c7c95b6225e98b944759d8e7a9","Bacteria",1,NA,0.65,NA,0.64,NA,0.64,NA,0.29,NA,0.23
"277","102513c87e41e6f636a696a3d3cfa82e","Bacteria",1,"Bacteroidetes",0.86,NA,0.59,NA,0.59,NA,0.07,NA,0.07
"278","17b81c615a0c48c73a10a1b904ebfec1","Bacteria",0.98,NA,0.67,NA,0.36,NA,0.36,NA,0.28,NA,0.2
"279","1c24fed0e786e553d726b14fb9f942e2","Bacteria",1,"Firmicutes",0.88,"Clostridia",0.87,"Clostridiales",0.87,NA,0.63,NA,0.62
"280","36d915f1c924ae39ac549d19e7f23d44","Bacteria",0.99,"Bacteroidetes",0.9,NA,0.75,NA,0.75,NA,0.7,NA,0.45
"281","3c29151dbe413fc06b4bef1ae0d9594d","Bacteria",1,NA,0.66,NA,0.62,NA,0.6,NA,0.08,NA,0.08
"282","65f3faa49ea2444f6b7b4e84e42ae693","Bacteria",1,NA,0.71,NA,0.64,NA,0.6,NA,0.28,NA,0.21
"283","6f35e662c6a71b6204609012883cf8af","Bacteria",1,"Firmicutes",0.9,"Clostridia",0.84,"Clostridiales",0.84,NA,0.67,NA,0.39
"284","8050e0e0427e859842e306d14ce2535c","Bacteria",1,"Firmicutes",0.94,"Clostridia",0.93,"Clostridiales",0.93,"Ruminococcaceae",0.93,NA,0.64
"285","d58dcb29829e1e5361cdfa52e662509d","Bacteria",1,"Actinobacteria",0.97,"Actinobacteria",0.97,"Coriobacteriales",0.96,"Coriobacteriaceae",0.96,NA,0.63
"286","e43b46aa9fb97a6e1157aa5591dae299","Bacteria",1,"Bacteroidetes",0.94,"Bacteroidia",0.9,"Bacteroidales",0.9,"Prevotellaceae",0.85,NA,0.61
"287","3186124b34b4ddcb84b491623396c25f","Bacteria",1,"Firmicutes",0.99,"Clostridia",0.99,"Clostridiales",0.99,"Lachnospiraceae",0.99,"Clostridium XlVb",0.97
"288","3ad5def5c2c7716fe810f59fd282da21","Bacteria",1,NA,0.53,NA,0.19,NA,0.19,NA,0.09,NA,0.09
"289","427f58316aba7fc0adce4f82de1deb97","Bacteria",0.99,NA,0.6,NA,0.4,NA,0.4,NA,0.37,NA,0.23
"290","059d3132af23410c17760ee08bbe93a7","Bacteria",1,"Firmicutes",0.87,"Clostridia",0.84,"Clostridiales",0.84,NA,0.78,NA,0.31
"291","137d10ac74e8e4c74f1d85070dd65f49","Bacteria",1,"Firmicutes",0.93,"Clostridia",0.92,"Clostridiales",0.91,NA,0.76,NA,0.07
"292","2c3fd3cba7607a02a9082202df783441","Bacteria",1,NA,0.77,NA,0.76,NA,0.76,NA,0.2,NA,0.07
"293","5892e4a66a46dd808c9c2e39f6800ba8","Bacteria",1,NA,0.68,NA,0.68,NA,0.45,NA,0.45,NA,0.11
"294","5affa7832cb8caa16ab24eeb8717fdd5","Bacteria",1,"Bacteroidetes",0.8,NA,0.52,NA,0.52,NA,0.29,NA,0.28
"295","b7d9faca655628f076f1471a1d715157","Bacteria",1,"Actinobacteria",0.98,"Actinobacteria",0.98,"Actinomycetales",0.98,NA,0.33,NA,0.24
"296","089153c8dc407f07e2933fdd69cb2544","Bacteria",1,"Firmicutes",0.89,"Clostridia",0.86,"Clostridiales",0.84,NA,0.52,NA,0.24
"297","18d78f3e1db84ffffbd2b7415c7432a5","Bacteria",0.99,"Bacteroidetes",0.94,"Bacteroidia",0.88,"Bacteroidales",0.88,NA,0.75,NA,0.69
"298","273ade270e30e410fe61f0553e7a5676","Bacteria",1,"Bacteroidetes",0.96,"Bacteroidia",0.86,"Bacteroidales",0.86,"Prevotellaceae",0.8,NA,0.32
"299","2f6ee86a5f4bba3f0a2dcdcce5385b52","Bacteria",1,"Firmicutes",0.96,"Clostridia",0.96,"Clostridiales",0.95,"Lachnospiraceae",0.95,NA,0.3
"300","3582115021c92dcb381dc01a6d28688a","Bacteria",1,NA,0.62,NA,0.27,NA,0.27,NA,0.15,NA,0.08
"301","80c80ff3a03d737b0fbe3f8b87f1d594","Bacteria",0.98,NA,0.79,NA,0.77,NA,0.77,NA,0.33,NA,0.14
"302","9a106e3c4b459ece8d4fd697153f0f99","Bacteria",0.98,NA,0.44,NA,0.08,NA,0.05,NA,0.05,NA,0.05
"303","b41566e872bd7a5c57026ecfd0f61432","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,NA,0.24
"304","d11286b48771585f6074e5760f2f40a2","Bacteria",1,"Firmicutes",0.99,"Clostridia",0.99,"Clostridiales",0.99,"Lachnospiraceae",0.99,NA,0.25
"305","df96c6edda7e650ef0745ec58936a4f2","Bacteria",1,NA,0.6,NA,0.23,NA,0.23,NA,0.09,NA,0.07
"306","ecbd46e9cb1045fac751b0a560f0a091","Bacteria",0.98,"Bacteroidetes",0.82,NA,0.66,NA,0.66,NA,0.22,NA,0.15
"307","1265dd27aee1d1f3c731222efd45f88b","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,NA,0.24
"308","2788cda3d7bdc5ffc9fe098bc99bea74","Bacteria",1,"Bacteroidetes",1,NA,0.41,NA,0.41,NA,0.32,NA,0.15
"309","401bcca9d273fbcafd0c5f0225e3c0e1","Bacteria",1,"Firmicutes",0.88,"Clostridia",0.85,"Clostridiales",0.85,NA,0.67,NA,0.27
"310","491e2d0b35e562fc1b7d0047077e1bd7","Bacteria",1,"Bacteroidetes",0.95,"Bacteroidia",0.88,"Bacteroidales",0.88,"Prevotellaceae",0.82,NA,0.67
"311","dd933e617dbd6beecd1bb83179a26038","Bacteria",0.99,NA,0.56,NA,0.39,NA,0.39,NA,0.36,NA,0.19
"312","f4f71460c099e3fafaad8d8230ad8fcb","Bacteria",1,"Firmicutes",0.94,"Clostridia",0.93,"Clostridiales",0.93,"Ruminococcaceae",0.82,NA,0.29
"313","f996f62e314ac9f81ce454d73985f25d","Bacteria",1,"Bacteroidetes",0.98,"Bacteroidia",0.87,"Bacteroidales",0.87,"Porphyromonadaceae",0.86,NA,0.4
"314","fda915e1da04152bf39e98230a94f8ec","Bacteria",1,"Bacteroidetes",0.92,"Bacteroidia",0.86,"Bacteroidales",0.86,NA,0.76,NA,0.67
"315","01595f29f2851062bb24816aa267e642","Bacteria",1,"Bacteroidetes",1,NA,0.5,NA,0.5,NA,0.31,NA,0.31
"316","07ee4e831d9a86f67c0bd219b8939033","Bacteria",1,NA,0.23,NA,0.23,NA,0.22,NA,0.21,NA,0.21
"317","0ae14276148a9bac0d9bf358355dcd22","Bacteria",0.99,"Bacteroidetes",0.9,"Bacteroidia",0.86,"Bacteroidales",0.86,NA,0.65,NA,0.33
"318","468e646cf1049e78dd069e224f9db86d","Bacteria",1,"Proteobacteria",1,"Betaproteobacteria",0.99,NA,0.77,NA,0.77,NA,0.32
"319","46cddc3038c68ca4e176be9dbe16c584","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Ruminococcaceae",1,"Ruminococcus",1
"320","7b909102bf27903072eaed4edda8f423","Bacteria",1,"Bacteroidetes",0.98,"Bacteroidia",0.96,"Bacteroidales",0.96,"Prevotellaceae",0.89,NA,0.45
"321","a544987063166f3311e7469ec90e95a8","Bacteria",1,"Firmicutes",0.89,"Clostridia",0.83,"Clostridiales",0.83,NA,0.72,NA,0.43
"322","aecd6e0627da5f269dde5cbfe12595bf","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Ruminococcaceae",1,"Ruminococcus",1
"323","be9f2c27414059fefd7e8121b0aac593","Bacteria",0.97,NA,0.53,NA,0.35,NA,0.08,NA,0.06,NA,0.06
"324","09e1a716fdaee853d84fddb0ba0d8cb6","Bacteria",1,NA,0.79,NA,0.71,NA,0.71,NA,0.66,NA,0.54
"325","12227dfa91b4cb008cc5631119481f56","Bacteria",1,"Bacteroidetes",0.88,NA,0.78,NA,0.78,NA,0.53,NA,0.35
"326","15af85e451e2b7df74d1333b7f9f68c1","Bacteria",0.99,"Fibrobacteres",0.99,"Fibrobacteria",0.99,"Fibrobacterales",0.99,"Fibrobacteraceae",0.99,"Fibrobacter",0.99
"327","1d2cd2446c115529fdede0544b448039","Bacteria",1,NA,0.79,NA,0.55,NA,0.23,NA,0.1,NA,0.07
"328","3ae53653bdb8792f062cd050c99d5a4c","Bacteria",1,"Bacteroidetes",0.94,"Bacteroidia",0.87,"Bacteroidales",0.87,"Prevotellaceae",0.82,NA,0.64
"329","438eda6dfac01b4360fa43f1396d198a","Bacteria",0.99,"Firmicutes",0.89,"Clostridia",0.89,"Clostridiales",0.89,NA,0.7,NA,0.65
"330","4b4e4c87a55e6c4d604e1304573f554a","Bacteria",1,NA,0.79,NA,0.77,NA,0.77,NA,0.65,NA,0.54
"331","7542e5b66142d910e8056a6d69e39c7b","Bacteria",1,"Firmicutes",0.93,"Clostridia",0.93,"Clostridiales",0.93,"Ruminococcaceae",0.82,NA,0.3
"332","a3c31c94c0ad3ba1626af63f9153fca3","Bacteria",1,"Firmicutes",0.95,"Clostridia",0.95,"Clostridiales",0.94,"Lachnospiraceae",0.94,NA,0.26
"333","a3f3bca34e83a54f1140c49e3cba7f86","Bacteria",1,NA,0.72,NA,0.68,NA,0.65,NA,0.29,NA,0.29
"334","dcbe8f596276a7dfdb5fa676c3b562df","Bacteria",1,NA,0.64,NA,0.27,NA,0.27,NA,0.14,NA,0.07
"335","e498d91d7d8d7481519dbcf584cfb79c","Bacteria",1,"Fibrobacteres",0.86,"Fibrobacteria",0.86,"Fibrobacterales",0.86,"Fibrobacteraceae",0.86,"Fibrobacter",0.86
"336","f75a99a710079a6f655594cf74aeca1e","Bacteria",1,NA,0.3,NA,0.1,NA,0.1,NA,0.1,NA,0.05
"337","17d512caba90ce361b7b546419e8d6b0","Bacteria",1,"Bacteroidetes",0.99,"Bacteroidia",0.91,"Bacteroidales",0.91,"Prevotellaceae",0.82,NA,0.51
"338","1a9c8d55b9c5f2fff73163697d8f22d0","Bacteria",0.99,NA,0.12,NA,0.12,NA,0.01,NA,0.01,NA,0.01
"339","1eb3fa8768a3ddeeab5cc9d34e25ed12","Bacteria",1,"Bacteroidetes",0.99,"Bacteroidia",0.93,"Bacteroidales",0.93,"Prevotellaceae",0.91,"Prevotella",0.87
"340","26beb2b8e366dcd50c702e6d8209de97","Bacteria",1,"Firmicutes",0.99,"Erysipelotrichia",0.99,"Erysipelotrichales",0.99,"Erysipelotrichaceae",0.99,"Solobacterium",0.98
"341","3cc33089c53d5624914f96d7a32b2c13","Bacteria",1,"Fibrobacteres",1,"Fibrobacteria",1,"Fibrobacterales",1,"Fibrobacteraceae",1,"Fibrobacter",1
"342","40eac0e741b43906c50b265263245c2f","Bacteria",1,"Firmicutes",0.99,"Clostridia",0.99,"Clostridiales",0.99,"Lachnospiraceae",0.98,"Clostridium XlVb",0.95
"343","4339d7cbfe69365f6ead25286ff1dce9","Bacteria",0.97,NA,0.62,NA,0.31,NA,0.25,NA,0.09,NA,0.05
"344","93fdb5d6c9dedb5b80eb167a7b5d5cfd","Bacteria",0.99,"Firmicutes",0.96,"Clostridia",0.94,"Clostridiales",0.94,NA,0.38,NA,0.29
"345","b9f622e67f89a15d2ddf94101bffcf41","Bacteria",0.99,NA,0.72,NA,0.44,NA,0.11,NA,0.05,NA,0.05
